Nome: CONCEICAO DO ARAGUAIA
Codigo Estacao: 82861
Latitude: -8.25916666
Longitude: -49.26388888
Altitude: 179.02
Situacao: Operante
Data Inicial: 1998-01-01
Data Final: 2020-09-29
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));EVAPORACAO DO PICHE, MENSAL(mm);EVAPOTRANSPIRACAO POTENCIAL, BH MENSAL(mm);EVAPOTRANSPIRACAO REAL, BH MENSAL(mm);INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);VISIBILIDADE, MEDIA MENSAL(codigo);
2006-12-31;18;71,2;152,191731;152,191731;169,2;6,602151;15;123,7;991,237634;32,606452;26,967742;23,322581;81,927419;5;2,430108;54,129032;null;
2007-01-31;18;69,8;157,565497;157,565497;182,6;6,268817;15;87,5;991;32,990323;27,182581;23,341935;81,435484;5;2,462366;54,946237;null;
2007-02-28;32;43;112,392281;112,392281;97,1;7,369048;23;340,8;991,783333;30,253571;25,611429;22,703571;87,392857;5;2,488095;48,571429;null;
2007-03-31;18;66;147,080292;147,080292;179,5;6,774194;19;113,5;991,112903;32,541935;26,918065;23,241935;81,16129;6;2,408602;54,408602;null;
2007-04-30;18;66;137,735687;137,735687;176,2;5,933333;15;269,9;991,577778;32,336667;26,842;23,38;81,483333;4;2,466667;57,333333;null;
2007-05-31;18;72,1;158,816568;141,8;263,5;4,387097;9;41,8;991,710753;33,9;27,785161;23,103226;74,032258;4;2,273118;60;null;
2007-06-30;14;139,6;144,903907;2,4;299;2,211111;1;2,4;993,208889;34,433333;27,464;21,69;62,183333;4;2,383333;59,555556;null;
2007-07-31;14;182,1;172,05512;0;308,6;2,666667;0;0;992,784946;36,109677;28,412903;21,725806;55,540323;5;2,43871;60;null;
2007-08-31;14;225,3;174,489624;0;302,9;1,032258;0;0;992,07957;36,819355;28,469677;20,609677;50,919355;6;2,483871;56,344086;null;
2007-09-30;5;195,6;189,390512;43,1;221,5;2,688889;4;43,1;991,877778;37,196667;29,028;22,013333;56,925;5;2,277778;37,222222;null;
2007-10-31;5;103,2;162,346004;120,9;null;4,913978;9;120,9;990,470968;34,1;27,543871;22,690323;74,862903;6,2;2,53871;35,806452;null;
2007-11-30;18;76,5;146,147573;146,147573;null;5,733333;11;197;989,485556;33,17;26,933333;22,983333;79,733333;5,1;2,587778;50,555556;null;
2007-12-31;18;73,4;150,25057;150,25057;null;7,075269;21;118,5;990,050538;32,380645;26,78;23,045161;80,701613;7;2,463441;54,193548;null;
2008-01-31;14;59,2;136,668354;136,668354;159,4;7,204301;18;387,2;990,503226;31,212903;26,050968;22,683871;83,685484;4;2,462366;53,010753;null;
2008-02-29;18;41,9;124,463711;124,463711;150,6;7,264368;21;237,5;991,412644;31,572414;25,958621;22,572414;84,818966;5;2,494253;53,333333;null;
2008-03-31;18;54,6;128,993561;128,993561;159,6;7,322581;24;330,2;991,174194;31,351613;25,835484;22,558065;84,766129;5;2,44086;53,225806;null;
2008-04-30;14;51,5;130,697143;130,697143;149,6;6,244444;19;220,2;990,547778;31,45;26,438;23,133333;84,283333;5;2,496667;55,555556;null;
2008-05-31;18;68;138,123658;138,123658;202,8;5,903226;7;228,8;992,111828;31,919355;26,627097;22,858065;78,822581;5;2,360215;56,129032;null;
2008-06-30;14;146,2;143,076559;76,087422;305,5;2,277778;0;0;993,093333;34,51;27,36;21,476667;60,5;5;2,403333;60;null;
2008-07-31;14;191,5;154,088506;18,790708;323,5;1,548387;0;0;993,963441;35,490323;27,671613;20,648387;54,403226;4;2,606452;60;null;
2008-08-31;14;223,1;189,81855;4,354408;302,5;3,387097;0;0;990,927957;37,767742;29,205806;21,354839;50,709677;5;2,365591;59,892473;null;
2008-09-30;5;165,5;null;null;270,5;3,8;6;70,6;991,298889;37,23;29,453333;22,85;58,908333;5;2,583333;46,555556;null;
2008-10-31;5;132,4;null;null;219,3;4,784946;8;48,4;990,77957;35,209677;28,193548;22,86129;68,16129;7;2,592473;44,83871;null;
2008-11-30;18;73;149,988313;135,217424;148,8;6,733333;16;134,5;990,118889;32,973333;27,106;23,076667;79,266667;5;2,533333;48,444444;null;
2008-12-31;18;50,7;142,672127;142,672127;138,8;7,505376;24;340,6;990,372043;31,941935;26,386452;22,980645;83,5;7;2,462366;52,365591;null;
2009-01-31;5;72,9;159,571093;143,231865;175,6;6,086022;17;96,4;991,158065;32,73871;27,237419;23,36129;78,443548;5;2,430108;58,064516;null;
2009-02-28;18;53;125,018833;125,018833;138,5;7,107143;19;317,5;990,861905;31,596429;26,38;22,828571;81,928571;3;2,258333;53,333333;null;
2009-03-31;32;54,3;143,345408;143,345408;160,8;6,806452;18;340,4;990,603226;31,574194;26,665161;23,212903;83,024194;3;2,316129;56,021505;null;
2009-04-30;36;41,8;124,074746;124,074746;139,8;7,333333;24;423,1;992,053333;30,937931;26,031333;22,993333;86,083333;4;2,355556;53,111111;null;
2009-05-31;9;null;131,180402;131,180402;142,1;6,152778;21;348,3;992,503261;31,570968;26,427742;23,035484;81,451613;5,1444;2,425873;95,771739;null;
2009-06-30;14;103;154,222932;98,330429;251,1;3,641667;2;26,1;993,272222;33,91;27,9;22,953333;68,141667;5;2,34842;60,411111;null;
2009-07-31;9;146,1;172,05512;27,35535;null;2,989247;1;4,8;992,926882;35,6;28,505806;22,245161;58,701613;3;2,236559;58,086022;null;
2009-08-31;14;161,7;183,076333;23,401515;null;2,709677;3;19,2;992,325806;36,76129;28,905806;22,032258;56,16129;4;2,421505;58,924731;null;
2009-09-30;5;119,2;176,354867;57,007852;249,3;4,311111;11;56,3;991,991111;35,773333;28,668667;23,346667;66,675;5;2,522222;54;null;
2009-10-31;18;78,3;158,327097;73,07511;null;6,978495;12;75,3;990,584946;33,329032;27,434839;23,383871;76,927419;5;2,365591;49,784946;null;
2009-11-30;14;59,7;155,725238;117,641128;150,9;6,8;16;122,6;989,846667;32,81;27,394667;23,443333;80,658333;6;2,418889;52,444444;null;
2009-12-31;14;48,4;135,348375;135,348375;118,6;7,537634;23;216;991,124731;30,980645;25,998065;22,56129;85,322581;5;2,295699;53,44086;null;
2010-01-31;36;63,7;151,656084;150,673157;169,4;6,634409;25;147,1;991,106452;32,767742;27,036774;23,222581;79,653226;5;2,358065;54,193548;null;
2010-02-28;18;47,4;130,002984;130,002984;126,3;7,27381;20;236,5;990,50119;32,375;26,722143;22,953571;83,267857;4;2,369048;53,928571;null;
2010-03-31;14;57,3;156,719082;156,719082;185,6;6,634409;23;189,2;990,998925;32,854839;27,394194;23,8;82,483871;4;2,354839;55,591398;null;
2010-04-30;18;68;176,514849;176,514849;179,7;5,511111;17;265,3;991,083333;33,216667;27,983333;23,72;79,5;5;2,297778;56,666667;null;
2010-05-31;18;93;181,544291;159,757402;264,5;4,182796;6;107,4;991,260215;35,112903;28,929677;23,796774;72,169355;5;2,376344;59,892473;null;
2010-06-30;14;121,3;167,97373;52,144183;284,6;3,555556;4;14,8;993,391111;35,47;28,526667;22,92;65,525;5;2,433333;60;null;
2010-07-31;14;169,8;176,252484;8,531093;310,6;2,27957;0;0;993,07957;36,629032;28,741935;21,712903;54,475806;4;2,731183;56,88172;null;
2010-08-31;14;195,8;185,268991;1,49018;319,6;1,870968;0;0;992,349462;37,970968;29,097419;20,867742;51,177419;5;2,537634;49,462366;null;
2010-09-30;5;203,6;219,958603;,246421;277,1;2,211111;0;0;990,493333;39,166667;30,366667;22,37;49,891667;4;2,533333;23,611111;null;
2010-10-31;5;99,6;181,331622;137,011001;197,2;5,494624;13;175,8;990,467742;35,451613;28,562581;23,429032;71,475806;5;2,44086;38,924731;null;
2010-11-30;36;71,2;157,692877;157,692877;175,4;6,766667;19;235,9;989,53;33,593333;27,548;23,406667;78,141667;5;2,388889;55,444444;null;
2010-12-31;32;64,8;152,191731;152,191731;146,8;7,204301;17;204,7;989,049462;32,512903;26,961935;22,993548;81,459677;4;2,494624;56,236559;null;
2011-01-31;32;59,6;144,023859;144,023859;151,6;7,462366;22;195;990,067742;32,177419;26,457419;22,629032;81,475806;5;2,521505;55,913978;null;
2011-02-28;32;57,1;125,018833;125,018833;127,6;7,821429;21;317,5;991,066667;31,971429;26,350714;22,696429;81,339286;5;2,47619;53,333333;null;
2011-03-31;18;58,3;143,345408;143,345408;157,2;6,892473;21;306;990,535484;31,851613;26,672258;22,919355;82,120968;4;2,387097;57,634409;null;
2011-04-30;14;52,3;136,109243;136,109243;167,9;6,811111;22;227,1;991,216667;32,156667;26,727333;23,11;82,6;4;2,444444;56,444444;null;
2011-05-31;14;86,7;156,745087;134,642779;232,9;5,129032;10;82;991,533333;33,648387;27,680645;23,206452;75,233871;4;2,333333;57,849462;null;
2011-06-30;14;128,7;165,620474;38,500433;297;2,788889;1;,2;992,634444;35,49;28,512667;22,723333;62,5;4;2,422222;60;null;
2011-07-31;9;160,9;171,705113;7,430234;319,6;2,505376;0;0;992,472043;36,287097;28,427097;21,532258;56,379032;5;2,254839;60;null;
2011-08-31;14;176,7;191,321156;13,75477;303,1;2,333333;1;12,4;992,298925;37,866667;29,247333;21,816129;55,556452;5;2,527957;56,236559;null;
2011-09-30;36;194,7;209,212339;,238239;285;3,155556;0;0;991,784444;38,76;30,204;22,026667;49,783333;5;2,622222;40,666667;null;
2011-10-31;18;86,7;158,295306;158,295306;183,5;6,806452;13;270;989,962366;33,896774;27,403226;22,651613;74,879032;7;2,537634;47,849462;null;
2011-11-30;18;61,5;140,772247;140,772247;null;7,911111;17;223,2;990,37;32,006667;26,566667;22,776667;80,758333;6;2,333333;54,333333;null;
2011-12-31;14;62,1;156,17617;156,17617;175,3;6,989247;19;164;990,155914;32,819355;27,150968;23,396774;80,169355;5;2,333333;54,731183;null;
2012-01-31;18;46;126,538812;126,538812;91,2;8,215054;25;315,7;991,356989;30,329032;25,469677;22,258065;85,548387;5;2,376344;52,150538;null;
